TNF_ligand,partner_ID,ncbiTaxonId,score,nscore,fscore,pscore,ascore,escore,dscore,tscore
TNFSF8,IL10RA,9606,0.401,0,0.0,0,0.335,0.0,0.0,0.136
TNFSF8,IL10,9606,0.401,0,0.0,0,0.086,0.0,0.0,0.37200000000000005
TNFSF8,PPP2R3A,9606,0.401,0,0.0,0,0.0,0.0,0.0,0.401
TNFSF8,LTA,9606,0.4,0,0.0,0,0.098,0.0,0.0,0.36200000000000004
TNFSF10,TNFRSF10B,9606,0.9990000000000001,0,0.0,0,0.0,0.982,0.9,0.9940000000000001
TNFSF10,TNFRSF10A,9606,0.9990000000000001,0,0.0,0,0.0,0.9740000000000001,0.9,0.9940000000000001
TNFSF10,CASP8,9606,0.998,0,0.0,0,0.086,0.899,0.9,0.897
TNFSF10,FADD,9606,0.998,0,0.0,0,0.0,0.897,0.9,0.879
TNFSF10,TNFRSF10C,9606,0.996,0,0.0,0,0.0,0.698,0.9,0.907
TNFSF10,TNFRSF10D,9606,0.996,0,0.0,0,0.0,0.732,0.9,0.889
TNFSF10,CFLAR,9606,0.9890000000000001,0,0.0,0,0.138,0.871,0.6,0.782
TNFSF10,CASP10,9606,0.982,0,0.0,0,0.098,0.486,0.9,0.657
TNFSF10,RIPK1,9606,0.975,0,0.0,0,0.0,0.486,0.9,0.557
TNFSF10,CASP3,9606,0.9740000000000001,0,0.0,0,0.0,0.27,0.9,0.6809999999999999
TNFSF10,TRADD,9606,0.96,0,0.0,0,0.069,0.0,0.9,0.608
TNFSF10,TRAF2,9606,0.951,0,0.0,0,0.0,0.27,0.9,0.392
TNFSF10,RIPK3,9606,0.95,0,0.0,0,0.152,0.0,0.9,0.46
TNFSF10,BID,9606,0.948,0,0.0,0,0.0,0.0,0.9,0.507
TNFSF10,DAP3,9606,0.943,0,0.0,0,0.0,0.0,0.9,0.45299999999999996
TNFSF10,CHUK,9606,0.9309999999999999,0,0.0,0,0.0,0.0,0.9,0.34
TNFSF10,IKBKG,9606,0.929,0,0.0,0,0.0,0.0,0.9,0.321
TNFSF10,IKBKB,9606,0.929,0,0.0,0,0.0,0.0,0.9,0.32799999999999996
TNFSF10,MAPK3,9606,0.929,0,0.0,0,0.0,0.0,0.9,0.321
TNFSF10,MAPK1,9606,0.92,0,0.0,0,0.0,0.0,0.9,0.24
TNFSF10,MAP3K1,9606,0.914,0,0.0,0,0.0,0.0,0.9,0.184
TNFSF10,SMPD1,9606,0.9129999999999999,0,0.0,0,0.0,0.0,0.9,0.16699999999999998
TNFSF10,PIK3CA,9606,0.9129999999999999,0,0.0,0,0.0,0.0,0.9,0.17
TNFSF10,PIK3R1,9606,0.909,0,0.0,0,0.0,0.0,0.9,0.135
TNFSF10,PIK3CB,9606,0.9059999999999999,0,0.0,0,0.0,0.0,0.9,0.10099999999999999
TNFSF10,FAS,9606,0.883,0,0.0,0,0.075,0.0,0.6,0.71
TNFSF10,TNF,9606,0.87,0,0.0,0,0.094,0.0,0.0,0.862
TNFSF10,DIABLO,9606,0.8370000000000001,0,0.0,0,0.0,0.0,0.0,0.8370000000000001
TNFSF10,TNFRSF11B,9606,0.82,0,0.0,0,0.0,0.298,0.0,0.754
TNFSF10,TNFRSF1A,9606,0.7879999999999999,0,0.0,0,0.062,0.0,0.0,0.784
TNFSF10,FASLG,9606,0.73,0,0.0,0,0.071,0.0,0.6,0.8009999999999999
TNFSF10,XIAP,9606,0.675,0,0.0,0,0.0,0.0,0.0,0.675
TNFSF10,TP53,9606,0.672,0,0.0,0,0.0,0.0,0.0,0.672
TNFSF10,CYCS,9606,0.654,0,0.0,0,0.0,0.0,0.0,0.654
TNFSF10,CASP9,9606,0.653,0,0.0,0,0.0,0.0,0.0,0.653
TNFSF10,BCL2L1,9606,0.6509999999999999,0,0.0,0,0.0,0.0,0.0,0.6509999999999999
TNFSF10,PUS10,9606,0.6409999999999999,0,0.0,0,0.0,0.0,0.0,0.6409999999999999
TNFSF10,PRF1,9606,0.637,0,0.0,0,0.08800000000000001,0.0,0.0,0.618
TNFSF10,XAF1,9606,0.628,0,0.0,0,0.318,0.0,0.0,0.47600000000000003
TNFSF10,IFNB1,9606,0.619,0,0.0,0,0.0,0.0,0.0,0.619
TNFSF10,CD4,9606,0.613,0,0.0,0,0.09699999999999999,0.0,0.0,0.589
TNFSF10,CASP1,9606,0.612,0,0.0,0,0.295,0.0,0.0,0.47200000000000003
TNFSF10,TNFSF12,9606,0.601,0,0.0,0,0.0,0.0,0.0,0.601
TNFSF10,TNFRSF25,9606,0.601,0,0.0,0,0.062,0.0,0.0,0.593
TNFSF10,APAF1,9606,0.601,0,0.0,0,0.0,0.0,0.0,0.601
TNFSF10,CXCL10,9606,0.599,0,0.0,0,0.218,0.0,0.0,0.508
TNFSF10,MCL1,9606,0.594,0,0.0,0,0.0,0.0,0.0,0.594
TNFSF10,CSRNP3,9606,0.5820000000000001,0,0.0,0,0.0,0.0,0.0,0.5820000000000001
TNFSF10,TLR2,9606,0.574,0,0.0,0,0.152,0.0,0.0,0.518
TNFSF10,BIRC3,9606,0.574,0,0.0,0,0.12300000000000001,0.0,0.0,0.535
TNFSF10,SAMD9L,9606,0.573,0,0.0,0,0.5329999999999999,0.0,0.0,0.124
TNFSF10,CD8A,9606,0.573,0,0.0,0,0.069,0.0,0.0,0.561
TNFSF10,STAT1,9606,0.5660000000000001,0,0.0,0,0.22899999999999998,0.0,0.0,0.46
TNFSF10,BIRC2,9606,0.561,0,0.0,0,0.0,0.0,0.0,0.561
TNFSF10,BAHD1,9606,0.557,0,0.0,0,0.0,0.0,0.0,0.557
TNFSF10,ANXA5,9606,0.557,0,0.0,0,0.0,0.0,0.0,0.557
TNFSF10,IFNA1,9606,0.557,0,0.0,0,0.0,0.0,0.0,0.557
TNFSF10,AKT1,9606,0.556,0,0.0,0,0.0,0.0,0.0,0.556
TNFSF10,BCL2L11,9606,0.556,0,0.0,0,0.0,0.0,0.0,0.556
TNFSF10,IL6,9606,0.556,0,0.0,0,0.0,0.0,0.0,0.556
TNFSF10,GZMB,9606,0.555,0,0.0,0,0.138,0.0,0.0,0.505
TNFSF10,IL1B,9606,0.552,0,0.0,0,0.08800000000000001,0.0,0.0,0.529
TNFSF10,KLRK1,9606,0.545,0,0.0,0,0.062,0.0,0.0,0.535
TNFSF10,ENSG00000255819,9606,0.544,0,0.0,0,0.062,0.0,0.0,0.534
TNFSF10,ENSG00000026036,9606,0.541,0,0.0,0,0.0,0.0,0.0,0.541
TNFSF10,LGALS9,9606,0.5379999999999999,0,0.0,0,0.161,0.0,0.0,0.47200000000000003
TNFSF10,ITGB2,9606,0.537,0,0.0,0,0.139,0.0,0.0,0.485
TNFSF10,AK2,9606,0.537,0,0.0,0,0.0,0.0,0.0,0.537
TNFSF10,MLNR,9606,0.537,0,0.0,0,0.0,0.0,0.0,0.537
TNFSF10,TNFRSF21,9606,0.536,0,0.0,0,0.0,0.0,0.0,0.536
TNFSF10,CUL3,9606,0.531,0,0.0,0,0.0,0.486,0.0,0.125
TNFSF10,CXCL8,9606,0.531,0,0.0,0,0.069,0.0,0.0,0.517
TNFSF10,TNFRSF11A,9606,0.527,0,0.0,0,0.0,0.317,0.0,0.337
TNFSF10,TLR4,9606,0.527,0,0.0,0,0.087,0.0,0.0,0.504
TNFSF10,CASP7,9606,0.525,0,0.0,0,0.054000000000000006,0.0,0.0,0.519
TNFSF10,CCL5,9606,0.525,0,0.0,0,0.14300000000000002,0.0,0.0,0.469
TNFSF10,CAMTA2,9606,0.522,0,0.0,0,0.0,0.0,0.0,0.522
TNFSF10,IL2,9606,0.517,0,0.0,0,0.0,0.0,0.0,0.517
TNFSF10,IFIT3,9606,0.517,0,0.0,0,0.326,0.0,0.0,0.312
TNFSF10,IFNG,9606,0.517,0,0.0,0,0.076,0.0,0.0,0.498
TNFSF10,IFI44,9606,0.516,0,0.0,0,0.22699999999999998,0.0,0.0,0.4
TNFSF10,PEBP4,9606,0.516,0,0.0,0,0.0,0.0,0.0,0.516
TNFSF10,IL15,9606,0.516,0,0.0,0,0.064,0.0,0.0,0.505
TNFSF10,MX1,9606,0.513,0,0.0,0,0.204,0.0,0.0,0.414
TNFSF10,GBP1,9606,0.512,0,0.0,0,0.33399999999999996,0.0,0.0,0.29600000000000004
TNFSF10,OAS1,9606,0.51,0,0.0,0,0.253,0.0,0.0,0.37200000000000005
TNFSF10,IL10,9606,0.509,0,0.0,0,0.0,0.0,0.0,0.509
TNFSF10,RSAD2,9606,0.509,0,0.0,0,0.301,0.0,0.0,0.326
TNFSF10,IFIT1,9606,0.507,0,0.0,0,0.23,0.0,0.0,0.385
TNFSF10,CXCL9,9606,0.503,0,0.0,0,0.165,0.0,0.0,0.429
TNFSF10,TNFAIP3,9606,0.502,0,0.0,0,0.076,0.27,0.0,0.321
TNFSF10,IFIH1,9606,0.5,0,0.0,0,0.3,0.0,0.0,0.315
TNFSF10,IFIT2,9606,0.499,0,0.0,0,0.264,0.0,0.0,0.34700000000000003
TNFSF10,PMAIP1,9606,0.49700000000000005,0,0.0,0,0.0,0.0,0.0,0.49700000000000005
TNFSF10,FOXO3,9606,0.494,0,0.0,0,0.0,0.27,0.0,0.336
TNFSF10,DDX58,9606,0.494,0,0.0,0,0.231,0.0,0.0,0.369
TNFSF10,CD40,9606,0.489,0,0.0,0,0.076,0.0,0.0,0.47
TNFSF10,SH2D3C,9606,0.488,0,0.0,0,0.086,0.0,0.0,0.46299999999999997
TNFSF10,CD40LG,9606,0.488,0,0.0,0,0.076,0.0,0.0,0.469
TNFSF10,MLKL,9606,0.48700000000000004,0,0.0,0,0.091,0.0,0.0,0.45899999999999996
TNFSF10,TNFRSF1B,9606,0.486,0,0.0,0,0.098,0.0,0.0,0.45399999999999996
TNFSF10,BRF1,9606,0.485,0,0.0,0,0.0,0.0,0.0,0.485
TNFSF10,IL18,9606,0.48200000000000004,0,0.0,0,0.065,0.0,0.0,0.469
TNFSF10,CCL2,9606,0.48100000000000004,0,0.0,0,0.062,0.0,0.0,0.47
TNFSF10,OAS2,9606,0.47700000000000004,0,0.0,0,0.259,0.0,0.0,0.324
TNFSF10,TLR3,9606,0.47100000000000003,0,0.0,0,0.063,0.0,0.0,0.45899999999999996
TNFSF10,FIBCD1,9606,0.47100000000000003,0,0.0,0,0.0,0.0,0.0,0.47100000000000003
TNFSF10,VEGFA,9606,0.47,0,0.0,0,0.0,0.0,0.0,0.47
TNFSF10,CTLA4,9606,0.469,0,0.0,0,0.07400000000000001,0.0,0.0,0.451
TNFSF10,ACTB,9606,0.46799999999999997,0,0.0,0,0.0,0.0,0.0,0.46799999999999997
TNFSF10,JUN,9606,0.46799999999999997,0,0.0,0,0.0,0.0,0.0,0.46799999999999997
TNFSF10,NCR1,9606,0.467,0,0.0,0,0.0,0.0,0.0,0.467
TNFSF10,GBP2,9606,0.466,0,0.0,0,0.344,0.0,0.0,0.218
TNFSF10,CCL4,9606,0.466,0,0.0,0,0.135,0.0,0.0,0.408
TNFSF10,IFI6,9606,0.46399999999999997,0,0.0,0,0.096,0.0,0.0,0.43200000000000005
TNFSF10,IKBKE,9606,0.46299999999999997,0,0.0,0,0.0,0.0,0.0,0.46299999999999997
TNFSF10,STAT3,9606,0.46299999999999997,0,0.0,0,0.062,0.0,0.0,0.451
TNFSF10,IRF1,9606,0.462,0,0.0,0,0.147,0.0,0.0,0.395
TNFSF10,CD86,9606,0.462,0,0.0,0,0.13699999999999998,0.0,0.0,0.40299999999999997
TNFSF10,CXCL11,9606,0.462,0,0.0,0,0.128,0.0,0.0,0.408
TNFSF10,TNFSF8,9606,0.461,0,0.0,0,0.098,0.0,0.0,0.42700000000000005
TNFSF10,CSF2,9606,0.45899999999999996,0,0.0,0,0.0,0.0,0.0,0.46
TNFSF10,BTK,9606,0.45899999999999996,0,0.0,0,0.077,0.0,0.0,0.43799999999999994
TNFSF10,CASP4,9606,0.45799999999999996,0,0.0,0,0.11199999999999999,0.0,0.0,0.414
TNFSF10,IRF7,9606,0.45399999999999996,0,0.0,0,0.14,0.0,0.0,0.392
TNFSF10,TNFSF13B,9606,0.452,0,0.0,0,0.14,0.0,0.0,0.39
TNFSF10,FCGR3A,9606,0.452,0,0.0,0,0.13699999999999998,0.0,0.0,0.392
TNFSF10,GTPBP4,9606,0.44799999999999995,0,0.0,0,0.0,0.0,0.0,0.44799999999999995
TNFSF10,BCL2A1,9606,0.44299999999999995,0,0.0,0,0.098,0.0,0.0,0.40700000000000003
TNFSF10,GLIPR1,9606,0.442,0,0.0,0,0.0,0.0,0.0,0.442
TNFSF10,PEA15,9606,0.442,0,0.0,0,0.0,0.27,0.0,0.267
TNFSF10,CD274,9606,0.439,0,0.0,0,0.096,0.0,0.0,0.40399999999999997
TNFSF10,IFI44L,9606,0.439,0,0.0,0,0.255,0.0,0.0,0.27699999999999997
TNFSF10,NFKBIA,9606,0.43799999999999994,0,0.0,0,0.069,0.0,0.0,0.42200000000000004
TNFSF10,SOCS3,9606,0.43700000000000006,0,0.0,0,0.0,0.27,0.0,0.261
TNFSF10,TNS4,9606,0.435,0,0.0,0,0.0,0.0,0.0,0.435
TNFSF10,PLEKHG1,9606,0.435,0,0.0,0,0.0,0.0,0.0,0.435
TNFSF10,CCL3,9606,0.434,0,0.0,0,0.08900000000000001,0.0,0.0,0.405
TNFSF10,TNFRSF9,9606,0.433,0,0.0,0,0.0,0.0,0.0,0.433
TNFSF10,RTP4,9606,0.43200000000000005,0,0.0,0,0.335,0.0,0.0,0.18100000000000002
TNFSF10,CD80,9606,0.428,0,0.0,0,0.096,0.0,0.0,0.39399999999999996
TNFSF10,WFIKKN2,9606,0.425,0,0.0,0,0.0,0.0,0.0,0.425
TNFSF10,ISG20,9606,0.424,0,0.0,0,0.08800000000000001,0.0,0.0,0.39399999999999996
TNFSF10,EGFR,9606,0.423,0,0.0,0,0.0,0.0,0.0,0.423
TNFSF10,TLR7,9606,0.42200000000000004,0,0.0,0,0.076,0.0,0.0,0.401
TNFSF10,FCGR3B,9606,0.42,0,0.0,0,0.08800000000000001,0.0,0.0,0.391
TNFSF10,PLD1,9606,0.42,0,0.0,0,0.0,0.0,0.0,0.42100000000000004
TNFSF10,MMD2,9606,0.42,0,0.0,0,0.0,0.0,0.0,0.42
TNFSF10,NCR3,9606,0.419,0,0.0,0,0.07,0.0,0.0,0.401
TNFSF10,IL4,9606,0.418,0,0.0,0,0.0,0.0,0.0,0.418
TNFSF10,MYD88,9606,0.418,0,0.0,0,0.092,0.0,0.0,0.386
TNFSF10,GAPDH,9606,0.41600000000000004,0,0.0,0,0.0,0.0,0.0,0.41700000000000004
TNFSF10,CASP6,9606,0.414,0,0.0,0,0.0,0.0,0.0,0.415
TNFSF10,ERVW-1,9606,0.413,0,0.0,0,0.0,0.0,0.0,0.413
TNFSF10,ICAM1,9606,0.413,0,0.0,0,0.077,0.0,0.0,0.391
TNFSF10,IL1A,9606,0.41200000000000003,0,0.0,0,0.0,0.0,0.0,0.413
TNFSF10,RIBC2,9606,0.41200000000000003,0,0.0,0,0.0,0.0,0.0,0.41200000000000003
TNFSF10,GBP5,9606,0.41,0,0.0,0,0.282,0.0,0.0,0.212
TNFSF10,ALB,9606,0.409,0,0.0,0,0.0,0.0,0.0,0.409
TNFSF10,CCR5,9606,0.408,0,0.0,0,0.145,0.0,0.0,0.336
TNFSF10,PRND,9606,0.40700000000000003,0,0.0,0,0.0,0.0,0.0,0.40700000000000003
TNFSF10,LTA,9606,0.40700000000000003,0,0.0,0,0.067,0.0,0.0,0.391
TNFSF10,CD27,9606,0.40700000000000003,0,0.0,0,0.069,0.0,0.0,0.39
TNFSF10,OASL,9606,0.40700000000000003,0,0.0,0,0.16,0.0,0.0,0.32299999999999995
TNFSF10,MYC,9606,0.40700000000000003,0,0.0,0,0.0,0.0,0.0,0.40700000000000003
TNFSF10,PTEN,9606,0.406,0,0.0,0,0.0,0.0,0.0,0.406
TNFSF10,CD70,9606,0.406,0,0.0,0,0.0,0.0,0.0,0.406
TNFSF10,NUCB2,9606,0.406,0,0.0,0,0.0,0.0,0.0,0.406
TNFSF10,CXCL1,9606,0.405,0,0.0,0,0.066,0.0,0.0,0.39
TNFSF10,BCL2L2,9606,0.405,0,0.0,0,0.0,0.0,0.0,0.405
TNFSF10,KLRC1,9606,0.405,0,0.0,0,0.062,0.0,0.0,0.392
TNFSF10,PTGS2,9606,0.40299999999999997,0,0.0,0,0.062,0.0,0.0,0.39
TNFSF10,NCR2,9606,0.40299999999999997,0,0.0,0,0.062,0.0,0.0,0.39
TNFSF10,BAX,9606,0.40299999999999997,0,0.0,0,0.0,0.0,0.0,0.40299999999999997
TNFSF10,GZMA,9606,0.40299999999999997,0,0.0,0,0.153,0.0,0.0,0.324
TNFSF10,TLR1,9606,0.40299999999999997,0,0.0,0,0.152,0.0,0.0,0.325
TNFSF10,C22orf29,9606,0.402,0,0.0,0,0.0,0.0,0.0,0.402
TNFSF10,TNFSF13,9606,0.402,0,0.0,0,0.092,0.0,0.0,0.368
TNFSF10,HBEGF,9606,0.402,0,0.0,0,0.0,0.0,0.0,0.402
TNFSF10,TLR9,9606,0.4,0,0.0,0,0.0,0.0,0.0,0.401
TNFSF10,ENSG00000173366,9606,0.4,0,0.0,0,0.0,0.0,0.0,0.401
TNFSF9,TNFRSF9,9606,0.9990000000000001,0,0.0,0,0.0,0.9390000000000001,0.9,0.9890000000000001
TNFSF9,TLR4,9606,0.9640000000000001,0,0.0,0,0.0,0.27,0.0,0.953
TNFSF9,TRAF2,9606,0.948,0,0.0,0,0.0,0.213,0.9,0.396
TNFSF9,CD80,9606,0.9229999999999999,0,0.0,0,0.08199999999999999,0.0,0.0,0.919
TNFSF9,MAP3K5,9606,0.904,0,0.0,0,0.0,0.0,0.9,0.086
TNFSF9,CD276,9606,0.8640000000000001,0,0.0,0,0.0,0.0,0.0,0.8640000000000001
TNFSF9,TMEM126A,9606,0.835,0,0.0,0,0.0,0.0,0.0,0.835
TNFSF9,TNFSF4,9606,0.8059999999999999,0,0.0,0,0.062,0.0,0.0,0.802
TNFSF9,TNFRSF1A,9606,0.804,0,0.0,0,0.0,0.0,0.0,0.804
TNFSF9,CD70,9606,0.797,0,0.0,0,0.191,0.0,0.0,0.759
TNFSF9,CD8A,9606,0.789,0,0.0,0,0.0,0.0,0.0,0.789
TNFSF9,CD4,9606,0.746,0,0.0,0,0.0,0.0,0.0,0.745
TNFSF9,TNFRSF4,9606,0.73,0,0.0,0,0.0,0.0,0.0,0.73
TNFSF9,IL15,9606,0.7090000000000001,0,0.0,0,0.0,0.0,0.0,0.7090000000000001
TNFSF9,CTLA4,9606,0.6859999999999999,0,0.0,0,0.0,0.0,0.0,0.6859999999999999
TNFSF9,CD28,9606,0.682,0,0.0,0,0.0,0.0,0.0,0.682
TNFSF9,TNFSF18,9606,0.682,0,0.0,0,0.0,0.0,0.0,0.682
TNFSF9,CD86,9606,0.6809999999999999,0,0.0,0,0.0,0.0,0.0,0.6809999999999999
TNFSF9,TNFSF8,9606,0.6809999999999999,0,0.0,0,0.062,0.13,0.0,0.6409999999999999
TNFSF9,TNF,9606,0.679,0,0.0,0,0.10800000000000001,0.228,0.0,0.57
TNFSF9,ENSG00000277117,9606,0.675,0,0.0,0,0.062,0.0,0.0,0.6679999999999999
TNFSF9,B7RP1,9606,0.675,0,0.0,0,0.062,0.0,0.0,0.6679999999999999
TNFSF9,CD27,9606,0.674,0,0.0,0,0.0,0.0,0.0,0.6729999999999999
TNFSF9,CD40,9606,0.672,0,0.0,0,0.063,0.0,0.0,0.664
TNFSF9,TIRAP,9606,0.6709999999999999,0,0.0,0,0.0,0.345,0.0,0.519
TNFSF9,CD40LG,9606,0.6679999999999999,0,0.0,0,0.0,0.0,0.0,0.6679999999999999
TNFSF9,IL2,9606,0.6559999999999999,0,0.0,0,0.0,0.0,0.0,0.6559999999999999
TNFSF9,CD274,9606,0.612,0,0.0,0,0.065,0.0,0.0,0.603
TNFSF9,TNFRSF18,9606,0.602,0,0.0,0,0.0,0.0,0.0,0.602
TNFSF9,TRAF1,9606,0.594,0,0.0,0,0.057999999999999996,0.213,0.0,0.496
TNFSF9,KLRK1,9606,0.5770000000000001,0,0.0,0,0.0,0.0,0.0,0.5770000000000001
TNFSF9,ENSG00000255819,9606,0.5770000000000001,0,0.0,0,0.0,0.0,0.0,0.5770000000000001
TNFSF9,CD19,9606,0.569,0,0.0,0,0.0,0.0,0.0,0.569
TNFSF9,TNFRSF14,9606,0.565,0,0.0,0,0.0,0.0,0.0,0.565
TNFSF9,CD247,9606,0.5589999999999999,0,0.0,0,0.0,0.0,0.0,0.5589999999999999
TNFSF9,MICA,9606,0.5539999999999999,0,0.0,0,0.0,0.212,0.0,0.45799999999999996
TNFSF9,TNFRSF8,9606,0.532,0,0.0,0,0.0,0.0,0.0,0.532
TNFSF9,PDCD1LG2,9606,0.525,0,0.0,0,0.0,0.0,0.0,0.525
TNFSF9,HAVCR2,9606,0.504,0,0.0,0,0.0,0.0,0.0,0.504
TNFSF9,NCAM1,9606,0.493,0,0.0,0,0.0,0.0,0.0,0.493
TNFSF9,LAG3,9606,0.493,0,0.0,0,0.0,0.0,0.0,0.494
TNFSF9,PRF1,9606,0.491,0,0.0,0,0.0,0.0,0.0,0.49200000000000005
TNFSF9,CSF2,9606,0.491,0,0.0,0,0.086,0.0,0.0,0.466
TNFSF9,TNFSF14,9606,0.489,0,0.0,0,0.0,0.0,0.0,0.49
TNFSF9,CD83,9606,0.486,0,0.0,0,0.079,0.0,0.0,0.465
TNFSF9,HOXD13,9606,0.483,0,0.0,0,0.0,0.0,0.0,0.483
TNFSF9,TNFSF15,9606,0.479,0,0.0,0,0.062,0.0,0.0,0.46799999999999997
TNFSF9,IL10,9606,0.47,0,0.0,0,0.062,0.0,0.0,0.45899999999999996
TNFSF9,FASLG,9606,0.469,0,0.0,0,0.0,0.0,0.0,0.469
TNFSF9,ICAM1,9606,0.466,0,0.0,0,0.069,0.0,0.0,0.45
TNFSF9,GZMB,9606,0.465,0,0.0,0,0.0,0.0,0.0,0.465
TNFSF9,FCGR1A,9606,0.461,0,0.0,0,0.0,0.0,0.0,0.461
TNFSF9,FOXP3,9606,0.45899999999999996,0,0.0,0,0.0,0.0,0.0,0.45899999999999996
